feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,target
-0.354,0.021,0.278,-0.241,0.53,-0.083,-0.195,-0.499,-1.771,-0.553,-0.478,0.031,-1.142,-1.022,-0.418,0.118,0.127,0.23,-0.426,0.965,0.549,0.819,0.153,0.32,-0.266,0.635,1.432,1.128,0.749,1.654,-0.033,0.868,-0.742,-1.642,-0.246,0.552,-1.271,1.391,-1.818,0.109,0
0.552,0.286,-0.157,-1.781,0.194,0.801,-0.187,-0.664,-0.325,0.39,1.067,0.922,-0.328,0.959,0.034,0.342,-1.69,0.388,0.583,-1.033,2.248,-0.004,0.587,-1.024,1.43,0.671,-0.422,-0.479,0.097,-1.791,-0.859,0.466,0.959,1.431,-1.673,1.286,-0.782,0.948,1.157,-0.198,0
-0.505,0.763,-1.886,-0.848,0.735,-1.358,0.993,0.249,-0.394,-0.281,0.313,0.695,-1.033,0.645,1.823,0.763,-0.567,1.592,0.082,-0.227,2.485,-0.038,-0.063,-1.001,-0.245,0.059,-0.698,-0.173,0.829,-0.23,-2.887,0.865,-0.516,-1.275,0.736,-1.381,0.734,-0.829,-1.346,0.025,0
1.596,0.94,0.769,0.128,-0.179,-1.495,-0.958,0.219,1.14,0.447,0.233,-0.59,0.911,-0.323,-0.236,0.232,-2.244,0.406,-0.415,-1.186,-2.36,0.8,-0.129,0.771,-0.467,-0.727,0.242,-1.052,1.443,-1.23,-0.229,-0.931,-0.302,1.113,-1.026,-0.232,-1.291,0.702,0.256,-1.466,0
0.104,0.412,-1.932,0.288,0.426,-2.016,0.032,-0.503,0.967,0.381,0.496,-0.434,-0.574,0.314,-0.244,1.59,-0.556,-1.333,0.438,1.293,-0.644,-1.318,1.045,-0.909,0.75,1.596,-0.144,-0.641,-0.833,1.111,-2.086,0.342,0.953,-0.638,0.533,-1.086,1.075,-0.473,0.133,-0.01,0
-0.741,0.579,0.127,-0.136,0.587,0.42,0.222,0.197,-1.069,2.283,-1.743,-0.169,0.401,0.031,-0.765,0.75,0.149,0.868,-0.048,-0.809,-1.443,-1.574,-0.512,-0.778,-0.04,-0.005,-1.317,-0.692,-1.055,-0.442,-0.972,0.148,1.658,-0.883,-0.195,1.44,0.751,1.106,0.821,1.818,0
0.572,0.796,0.043,0.78,-0.487,-1.23,-0.442,-1.645,-0.709,-0.616,0.51,0.322,0.833,-0.133,1.062,-0.427,1.091,0.826,-1.14,-1.917,1.181,0.971,0.601,1.2,-0.95,0.569,0.532,-1.05,0.483,-0.5,-0.546,1.478,1.114,0.91,-1.166,0.406,-0.238,0.027,-0.206,1.445,0
-0.295,1.663,-0.513,1.425,-0.173,-1.7,0.768,-0.633,0.893,-0.318,-1.827,-0.975,-0.447,-0.768,-2.371,0.238,0.484,-0.598,-0.09,0.12,1.682,0.672,-0.484,0.323,-0.394,-1.7,-0.393,1.109,-0.43,-0.256,-0.496,-0.463,-0.697,-0.603,0.846,-0.9,0.862,0.885,-0.992,-0.158,0
1.173,-0.923,-0.37,0.77,1.36,0.297,-0.898,1.724,-0.033,-0.259,-0.428,0.983,0.238,-0.097,0.509,-0.405,0.493,0.191,-1.797,-0.374,-0.646,-0.96,-0.615,-0.401,-1.331,0.668,2.234,0.981,0.067,0.24,-0.491,0.677,0.554,-0.578,-0.544,-0.837,0.706,0.152,1.043,-1.272,1
0.073,-0.437,-1.605,0.603,1.514,0.796,0.35,-0.155,-1.082,0.017,0.59,1.76,0.262,-0.735,0.074,-1.013,-1.381,0.143,0.026,0.221,-0.29,-1.624,0.716,0.923,-2.47,-1.361,0.831,-2.158,-1.639,0.114,0.168,-1.741,-0.786,-2.279,-0.941,0.037,-0.328,-0.015,0.479,0.427,0
1.493,-1.86,0.358,0.062,-0.153,-0.594,-0.322,0.328,1.199,0.244,0.31,-0.195,1.098,-0.213,-0.742,-1.0,-0.334,-0.93,-0.599,1.033,-0.952,-0.19,-0.35,-0.764,-0.311,0.597,-0.281,-0.883,0.696,-1.265,-2.523,-0.251,-1.869,0.101,1.272,-0.079,-0.488,-0.744,-0.519,-1.319,1
-0.901,0.513,0.047,-0.144,0.447,-0.221,-1.294,-0.064,0.445,1.229,1.145,-1.091,-0.918,-0.868,-2.088,1.081,-0.776,1.902,-0.579,0.587,0.083,1.134,0.157,0.31,-1.584,0.292,-0.511,0.038,0.359,-1.067,2.298,-0.872,2.336,0.014,0.439,-0.435,0.902,1.297,-0.187,-1.315,0
0.584,0.065,-0.362,-1.172,0.533,-0.054,0.202,0.364,1.369,0.431,2.037,-0.549,-0.245,1.183,1.022,-0.34,0.74,-0.622,1.378,-0.599,0.399,-0.651,0.562,-1.221,1.328,-0.73,-0.355,0.985,0.4,0.24,-0.403,0.494,0.889,-1.539,1.461,1.541,-0.584,1.603,-0.597,1.155,0
2.118,-0.079,1.296,-0.031,0.912,0.047,-2.721,-0.596,0.713,1.186,-1.219,0.971,1.373,0.288,-0.372,-1.337,-0.274,0.582,-0.408,-0.969,1.085,0.297,1.126,0.774,-0.762,1.21,-0.47,0.552,-0.566,-0.431,0.452,0.325,-1.328,-0.585,0.144,1.164,-0.107,-1.348,-1.039,0.135,1
0.743,0.651,-0.685,-0.445,-0.247,-0.088,0.337,-0.662,2.241,0.381,0.104,2.592,-0.089,-0.503,-0.454,0.579,-0.03,1.441,-0.37,0.587,-1.332,-1.218,1.096,0.029,0.295,1.643,0.93,-0.797,-1.194,-0.859,1.496,0.368,0.596,-0.255,1.103,0.61,-0.816,-0.6,-1.378,-0.73,1
-1.869,-0.836,-0.352,0.512,0.339,-0.609,0.689,1.234,2.212,-0.023,-0.021,0.7,0.343,0.898,-0.232,-0.584,-0.688,-0.45,-2.533,-1.117,0.012,0.878,0.2,0.889,-1.016,0.156,-0.178,-0.313,-1.682,1.353,-0.703,0.623,-0.386,0.003,1.031,0.726,-0.261,0.893,0.252,-0.426,1
0.84,-0.529,0.63,0.542,0.476,0.033,-0.21,-0.774,0.727,1.64,-0.028,0.086,0.398,-1.556,-1.465,-1.379,1.107,1.403,-0.878,-0.844,-0.657,-1.039,-1.081,-0.736,0.862,0.439,2.243,-1.045,0.275,-0.22,-0.13,-1.556,0.191,0.207,-0.407,0.781,0.129,-1.195,0.644,-2.885,1
2.237,-1.067,0.737,-0.598,1.076,-0.412,0.204,-0.883,-0.931,-0.389,-1.935,-0.506,-1.644,-0.316,-2.765,-0.233,-1.212,-0.713,-0.255,-0.435,-1.318,2.634,-1.404,1.198,2.597,0.65,0.55,-1.284,1.466,-0.319,-0.551,-0.9,0.878,-0.976,0.637,-0.325,0.232,0.068,-0.936,0.345,0
0.449,-0.351,1.253,-0.294,-0.997,-2.28,-0.654,0.213,0.608,0.002,2.244,-1.06,0.245,0.856,-0.376,-1.593,1.518,-0.493,0.679,-0.164,-1.478,0.045,-1.094,-1.829,0.028,0.44,-0.669,-0.162,-0.519,1.639,1.844,-1.184,-0.867,-0.229,1.33,1.005,0.492,-0.695,-1.217,0.37,1
0.562,-1.474,1.474,0.215,0.151,-0.069,-1.059,-1.226,0.317,-1.19,0.042,0.054,-0.111,0.665,-1.494,0.726,-0.756,0.155,1.735,-0.749,-1.516,0.51,1.147,0.013,0.367,-0.17,0.438,0.045,-1.169,-0.553,0.912,-1.705,1.12,-1.677,0.25,0.067,-1.234,0.923,1.038,-0.494,0
-0.958,-0.465,-0.198,0.379,-1.443,-1.662,1.324,-1.427,-0.136,-1.395,-1.717,0.265,-0.509,0.162,1.292,0.382,0.704,1.043,0.516,0.21,-2.085,1.444,-1.073,0.484,1.335,-1.503,-1.292,-1.153,0.35,-0.017,1.338,2.401,0.968,1.398,-0.64,-0.941,-0.782,1.284,-1.373,-1.136,1
0.408,-1.53,0.081,-1.058,0.068,-1.252,0.614,-1.46,-0.085,0.462,-0.162,0.792,0.945,0.057,0.317,0.839,2.057,0.915,0.272,0.743,0.95,-1.046,0.192,0.241,-0.351,1.447,-0.557,1.509,0.921,-0.01,2.402,0.816,-1.672,2.029,-0.326,0.252,-0.558,0.509,0.625,0.993,0
-0.518,-0.771,-0.026,-0.143,0.814,0.012,-0.981,0.482,-1.358,0.702,0.781,1.403,-0.453,-1.261,0.681,-1.679,-1.347,-0.284,2.011,-0.768,1.742,0.95,0.991,-0.166,-0.885,0.797,-1.433,-0.253,-0.395,0.035,-1.562,-0.036,1.018,-0.308,-1.442,-0.971,0.76,0.265,0.567,-0.538,1
1.323,-0.58,0.009,-0.131,0.362,-1.724,-0.28,-1.569,-0.717,0.246,-0.219,0.718,0.554,-0.832,1.592,-1.267,-0.402,1.021,0.563,0.999,-1.07,-1.96,0.534,1.972,-0.306,-0.47,1.593,-0.535,-0.391,-0.527,1.504,-0.263,-0.757,0.451,1.61,0.823,0.049,-0.298,1.907,-0.908,1
0.644,0.47,-1.859,1.319,1.662,1.313,0.01,1.635,0.384,-1.144,1.637,-0.126,1.036,-0.06,0.375,1.625,0.966,1.304,0.257,0.552,1.294,-0.542,-0.207,-0.088,2.003,0.538,1.427,1.894,-0.872,0.183,-1.551,1.585,1.473,0.576,1.437,-0.537,1.996,0.977,1.461,-0.424,0
-0.019,-1.099,-0.057,1.089,-0.068,1.443,1.028,-0.339,1.189,0.557,-0.748,1.202,-0.915,1.628,0.909,0.055,-1.266,2.047,-0.294,-1.054,0.436,0.503,0.077,-0.175,0.913,0.548,1.411,-0.556,-1.593,-0.12,0.537,1.486,-0.564,1.181,-0.1,0.516,-1.367,-0.292,2.508,-1.027,1
-1.063,0.148,-1.022,-0.474,1.57,-0.458,-2.464,0.025,-0.482,0.548,-1.344,-0.467,-0.215,0.898,1.646,-1.001,0.136,1.395,-1.191,-1.174,-1.376,-1.76,-0.144,-0.948,-1.269,-0.891,0.033,2.128,-0.436,0.001,-0.924,0.04,0.166,-0.844,-0.141,-2.412,-0.591,1.018,0.446,0.327,1
1.376,1.197,0.372,-0.337,-0.636,-0.944,0.716,1.938,1.29,-1.372,1.405,1.693,-0.855,0.45,0.095,-0.307,0.257,-2.44,0.542,-2.919,0.48,1.552,-0.297,-0.974,-2.437,1.594,-0.569,1.108,-1.076,-0.123,-0.456,1.617,1.045,-0.004,-0.085,0.945,1.456,-2.299,3.159,-0.445,0
-1.466,0.302,-0.189,1.089,0.346,-0.777,-0.645,-0.833,-0.404,0.936,-0.391,-1.435,0.82,-0.813,0.382,-2.343,-0.19,-0.791,-0.865,1.073,0.682,-0.685,-0.698,-1.008,0.133,0.269,-0.408,-2.172,1.214,0.526,0.008,-1.283,1.019,0.413,-0.818,0.836,-0.131,1.023,-0.317,0.045,1
-1.0,-0.754,-1.236,0.596,0.703,0.877,0.497,0.084,-1.672,-0.136,-0.834,1.121,-1.177,1.979,-1.152,-0.178,0.222,-0.758,-0.015,1.877,-0.441,-1.045,-0.33,-1.577,2.858,1.098,0.776,1.351,-1.165,-0.758,-0.148,0.51,0.446,-0.132,-2.476,0.625,0.479,-0.291,0.271,0.159,0
0.593,1.404,0.635,0.431,-0.808,2.088,0.959,0.029,1.453,0.182,0.645,-1.238,0.727,0.093,-0.862,0.755,-0.247,0.722,-0.528,-1.571,1.904,-0.776,1.344,-1.817,-0.178,0.514,-0.715,0.279,0.027,1.521,-0.617,-0.218,0.499,0.106,-1.083,-0.608,-0.097,-1.758,1.202,-0.498,0
1.964,-1.988,0.075,1.837,-0.098,-0.419,-1.532,0.48,0.254,-0.867,-1.957,0.803,0.554,1.071,0.344,0.44,-0.647,-0.628,-0.883,1.497,-0.001,-1.46,-0.786,0.835,-0.542,-0.578,-0.867,-0.754,-0.18,-1.906,1.143,0.22,1.356,-1.065,-0.231,0.325,-0.064,0.837,-0.574,-2.222,1
0.974,-0.524,0.352,1.473,0.359,0.964,0.632,0.599,0.117,0.125,-1.124,1.055,0.281,0.553,0.759,-0.306,-1.064,-0.574,0.399,0.189,1.07,-0.188,0.13,-0.771,1.242,-0.748,1.128,-1.317,0.918,-1.272,0.635,0.502,-0.976,0.771,-0.285,-0.631,-0.84,0.811,-0.688,-0.531,0
-0.863,-0.672,0.306,-0.502,-0.31,-0.653,0.346,0.431,1.044,-0.692,0.383,2.6,-0.832,-0.495,0.925,0.428,-0.184,-1.359,-0.179,-0.721,1.031,-0.693,-0.973,2.727,0.232,0.53,-1.259,0.23,-1.305,1.541,0.811,0.041,-0.401,0.928,-0.553,0.154,-0.884,-0.044,-0.415,1.205,1
-1.272,-1.692,0.342,-0.003,0.898,0.461,1.723,-0.314,0.095,-0.628,-0.1,0.15,0.5,2.215,-0.37,-0.39,0.552,-3.053,-0.709,-1.121,0.099,0.001,-0.568,0.175,1.231,0.803,-0.678,-0.957,-0.751,0.578,0.077,-0.157,-0.714,-1.248,0.687,-2.174,-0.499,1.103,-0.228,-1.032,1
0.552,1.488,0.546,-0.191,0.31,-1.157,-0.02,-2.361,-0.981,0.024,-0.607,0.082,3.462,0.511,1.236,-0.03,1.182,-0.483,-0.317,0.036,0.99,0.142,-0.342,1.468,-0.201,1.324,-0.316,0.419,-0.058,-1.237,-0.81,-1.083,-0.907,0.83,-1.487,-0.39,-1.055,0.691,0.561,-0.513,0
1.421,-0.64,-0.163,0.54,-0.877,-0.111,-0.396,2.602,-1.115,0.593,1.778,0.026,-1.221,1.15,2.175,0.061,0.241,0.368,-0.126,-0.566,-0.223,-0.295,0.788,1.174,-0.074,0.362,-0.604,-0.339,-0.679,0.831,-0.897,2.068,0.35,0.614,-1.461,0.099,-1.657,-0.887,0.361,0.955,1
1.208,-1.936,0.688,-0.236,0.69,-0.178,-0.218,2.629,-0.978,-0.441,0.351,1.148,0.654,0.709,1.164,-1.424,0.971,-0.892,-0.116,-0.805,-0.968,0.697,1.019,-1.916,0.481,0.627,0.584,0.967,0.179,0.554,1.184,1.088,-0.181,-1.532,-0.165,-0.048,-0.247,0.195,0.752,-1.699,1
-1.762,-0.823,1.502,-0.193,-1.43,-0.23,0.257,0.737,-1.089,0.233,0.351,-2.396,1.253,-2.861,0.65,-1.027,-0.823,-0.312,-1.514,0.029,-1.316,-0.286,1.009,-0.794,-1.039,0.148,-0.668,1.773,-0.45,-0.719,1.019,1.082,1.017,0.577,-2.251,-0.855,0.201,-0.573,2.365,0.86,0
-0.047,-0.974,1.299,-1.217,-0.194,0.873,0.489,0.183,-0.763,-0.357,0.895,-1.836,0.149,1.016,0.364,-1.659,-0.039,0.945,-0.09,0.524,-0.993,-0.066,-1.746,-1.828,-0.209,-0.355,1.019,-0.186,-0.121,-1.26,-0.177,0.286,0.626,-0.855,-0.988,1.369,0.326,0.447,-0.053,0.189,0
0.412,0.444,0.795,0.956,0.154,-2.135,1.209,1.652,-0.404,1.319,0.001,-0.16,0.522,0.053,0.363,0.307,1.982,-0.768,1.636,-0.257,-0.494,0.3,-0.156,-0.794,-0.211,-0.137,-1.723,1.041,-0.358,-2.148,1.355,1.448,1.38,-1.144,-0.363,0.149,2.054,0.875,0.381,-0.635,0
1.15,-3.36,-0.157,0.593,0.199,-1.118,0.777,-0.273,1.342,1.233,1.399,0.218,0.748,-0.108,1.254,1.387,-1.264,-0.368,0.938,-1.331,-0.18,-0.21,-0.283,0.17,2.576,-0.566,-0.588,2.141,0.015,-0.06,-0.477,0.517,-0.221,-0.12,1.113,-0.638,1.166,-0.818,-0.743,-0.233,0
1.828,-0.908,0.992,-0.679,2.498,-0.069,-1.214,-2.421,-0.297,-1.015,-0.123,0.947,0.132,-0.068,-1.003,1.264,-0.023,0.06,-0.532,-1.257,-0.841,1.302,0.384,0.288,0.074,-0.918,0.705,-1.532,0.554,-0.096,-0.415,2.311,0.985,1.721,-0.251,-0.482,0.709,-1.104,0.589,-1.359,0
-0.517,-0.923,-0.2,1.955,-0.249,1.185,-0.665,-0.151,-2.006,-1.125,1.141,-0.248,-0.064,0.466,-0.443,0.345,0.014,2.302,-0.274,-0.242,0.103,-0.265,0.133,-1.499,-0.307,-0.334,-0.779,0.524,0.009,0.128,0.888,0.97,0.963,0.955,-0.156,-0.715,0.556,-0.883,0.291,-0.227,1
-1.407,-0.956,0.721,1.003,0.795,-0.473,0.459,-0.511,0.519,0.998,-1.144,2.128,0.385,1.325,-0.699,-2.126,-0.226,0.299,0.742,-1.269,0.128,0.324,-1.056,-2.272,1.355,-0.173,2.216,0.512,1.386,-0.761,0.907,0.367,1.03,-0.021,-1.261,-0.868,-1.201,-0.755,-0.828,-0.359,0
0.58,-1.417,-2.907,-0.519,-0.176,0.136,-0.713,0.04,1.092,-0.916,-0.561,-0.232,-0.419,-0.565,-0.588,1.046,0.139,-1.373,0.696,0.382,-0.951,-0.777,-1.389,-0.948,0.729,1.519,-0.732,-1.59,-0.374,0.215,-1.136,0.428,-1.656,0.967,-0.692,0.011,-0.53,-1.065,-1.25,-1.065,1
-0.267,-0.773,0.294,0.85,2.033,1.158,0.237,0.052,-0.068,-0.503,0.292,0.734,0.546,0.513,-0.564,1.505,1.773,1.876,-0.001,-0.356,-0.318,-0.439,0.009,-0.375,-0.476,-0.086,0.62,-0.391,-0.335,0.075,-0.699,-1.308,-1.215,-0.2,-0.613,-1.398,-0.765,-1.487,0.559,-0.287,0
0.028,-0.298,-0.55,1.074,2.033,1.991,-0.133,-1.205,0.257,0.507,0.037,-1.149,-1.273,-0.126,0.448,2.088,2.271,-0.98,-0.156,-1.899,-0.422,0.928,-0.425,-0.56,0.611,-0.636,1.245,-0.449,-0.66,-1.671,-0.604,-0.383,1.485,0.693,0.711,0.08,-1.132,-1.039,-0.703,0.083,0
-0.939,-1.663,0.191,0.986,0.556,-0.359,0.49,0.165,1.144,0.207,0.577,0.41,0.914,1.066,1.839,-0.13,0.026,0.008,-0.301,0.124,0.28,-1.083,0.594,0.66,-0.417,-0.274,0.57,-0.581,0.232,0.023,0.315,-0.086,-0.765,-0.367,-0.537,2.667,-0.802,1.678,-0.647,0.8,1
-1.035,0.486,1.942,1.598,-1.293,1.298,-0.978,-0.155,0.628,1.538,0.397,-1.191,-0.973,-0.655,0.254,0.88,1.111,0.494,-3.093,2.305,0.727,-0.497,0.254,0.698,-1.693,1.306,1.384,0.201,-1.548,0.004,-0.292,-1.236,-1.881,1.934,-1.296,-1.372,-1.144,0.847,-0.602,1.494,1
-1.042,0.385,-0.982,0.384,1.569,1.22,1.351,2.196,-1.208,-0.183,-0.65,-0.724,1.158,0.69,0.436,0.883,1.889,0.438,-0.996,1.091,0.854,0.268,2.316,0.655,1.162,1.113,0.353,1.049,0.463,-0.003,2.315,-1.595,-0.205,0.186,0.934,0.699,-0.993,0.232,-1.191,-0.088,0
-1.122,-0.802,-0.243,-1.581,2.12,0.056,-2.525,0.543,-1.814,0.425,-1.067,-0.577,0.429,-0.45,0.134,0.054,0.109,-0.485,0.425,0.824,-0.135,0.629,-0.854,-1.6,-0.138,0.585,0.859,-0.565,-1.137,-0.163,1.662,0.875,1.544,-1.07,-0.467,0.337,1.09,0.87,-0.293,-0.783,0
-0.886,-0.711,0.285,-0.651,0.094,0.787,-0.134,-0.081,0.005,0.543,0.862,0.029,-1.101,-0.68,0.541,2.195,1.229,-0.688,-2.235,-2.024,2.233,-0.368,1.817,0.446,1.925,0.656,1.125,-0.113,1.486,-0.48,-0.033,-1.431,-0.549,-0.787,-0.282,-0.912,-2.371,-0.226,0.686,-1.566,0
-0.067,-0.548,0.922,-0.101,-0.017,-0.049,-0.358,0.389,1.373,-1.282,2.12,-1.774,2.054,-0.05,-1.08,-1.898,-0.248,-1.597,0.216,0.603,0.181,-1.293,0.409,-1.03,1.98,-0.059,0.548,-1.484,-0.468,-0.108,-0.11,-1.216,-0.779,0.671,-0.404,-0.385,-0.105,0.357,0.713,-1.234,0
-1.241,-0.789,0.303,0.63,0.478,0.472,1.031,1.187,0.353,0.876,-0.213,1.313,2.02,-1.609,-2.415,-0.484,-0.738,-0.322,0.635,0.175,0.078,0.465,-0.385,-0.796,0.489,0.159,-0.065,-0.619,-0.604,1.451,-0.951,1.919,-0.168,0.924,0.193,0.634,-0.268,-0.346,-2.229,0.647,1
0.171,0.921,1.109,1.301,0.848,-0.829,0.691,-0.279,-0.356,1.345,0.229,-1.697,1.171,1.23,0.865,-1.519,-0.832,-2.061,-0.541,-1.979,-1.145,0.892,-1.413,0.601,-0.968,-1.575,-2.271,1.152,-1.104,0.31,-0.067,0.807,-1.627,-0.303,1.212,0.567,1.08,-0.266,0.88,-1.106,0
-0.886,-0.434,-1.31,-1.432,0.9,-0.053,0.645,-1.201,-0.182,2.457,-0.56,-1.575,0.054,-1.055,0.236,0.135,0.083,-1.008,-0.236,0.166,-0.125,-1.299,1.201,0.883,-0.807,1.414,1.308,0.866,-0.255,-1.973,0.57,0.668,0.247,-1.384,1.094,-0.567,-0.166,-1.485,-0.054,-1.029,0
-0.14,1.692,0.52,-0.727,-2.437,1.032,-1.504,-0.025,0.695,-2.483,0.485,0.411,1.185,-0.933,0.808,-1.477,1.743,-0.914,1.508,-1.124,-0.103,0.095,0.143,-1.784,0.69,0.191,0.068,0.057,-0.238,-0.208,0.648,0.456,0.92,-0.909,-1.372,0.7,0.279,0.353,0.226,0.483,0
0.664,0.589,0.185,-0.251,-1.896,-0.698,1.861,-1.279,0.869,-1.089,-0.417,2.616,-1.27,1.379,-0.071,0.633,-1.109,0.487,-0.355,-0.258,1.675,-1.129,-0.16,1.045,-0.569,0.278,2.452,0.728,-0.028,0.309,1.852,-1.314,-0.891,-1.166,-0.012,-0.162,0.654,1.267,-1.433,0.757,1
-1.319,-0.378,-0.755,-0.482,0.561,-0.126,-0.351,-1.614,1.375,-0.586,-2.229,0.225,-0.845,0.511,-1.655,-1.139,0.014,-0.132,-0.943,-0.042,-1.144,0.922,-0.996,1.01,0.814,1.36,0.916,-0.595,-1.126,-1.412,0.035,0.945,-0.061,1.638,1.288,1.615,0.96,-1.098,0.683,-0.309,0
-0.861,0.503,0.973,0.913,0.467,-1.727,0.078,-0.147,-0.202,-1.025,-0.109,-1.382,-0.031,-1.079,-0.522,-0.752,-0.452,-0.696,0.683,-0.001,0.091,-0.551,0.972,-0.559,-0.171,-0.827,1.008,0.222,-1.84,-0.903,1.104,-1.484,0.04,-1.583,0.146,0.495,-0.94,-0.445,0.616,-0.607,1
1.951,0.937,0.582,0.439,1.283,-0.964,1.448,-0.28,-0.199,-1.187,-0.06,-0.106,-0.596,1.405,0.839,-0.11,-0.659,0.288,0.765,1.466,-0.772,-0.655,-0.961,0.32,0.2,0.128,1.738,0.67,1.023,1.003,-0.394,0.795,0.667,1.183,-0.382,-0.235,-0.081,-2.124,0.664,-2.139,1
1.07,0.96,-3.001,-1.128,-0.591,0.1,-0.837,-0.949,-0.186,0.679,-0.273,0.529,0.48,-0.583,0.75,-1.043,1.211,-1.126,-1.945,1.011,-0.481,0.171,-2.307,0.388,-0.541,-0.983,-0.737,0.917,-0.691,0.135,1.752,-1.525,1.162,0.124,-0.134,0.497,0.809,-0.416,-0.191,0.541,0
-1.01,-0.294,-0.813,0.141,-0.615,1.514,-1.001,-0.252,-0.244,0.395,-0.427,0.69,0.757,1.046,-0.68,-0.794,-0.97,-0.871,0.815,0.284,-0.995,-0.445,-1.169,0.803,0.383,0.522,-0.626,-0.011,1.205,1.039,1.054,0.152,-0.435,-0.794,1.344,-0.536,0.93,0.737,-0.925,-0.741,0
-1.531,0.432,-1.71,-1.336,-1.136,0.157,1.055,0.291,1.936,1.686,0.358,-0.627,-1.091,-0.352,0.83,0.343,1.508,-1.703,0.735,-0.253,-1.29,-0.052,-0.254,-0.081,-0.35,-0.183,-1.043,0.731,1.756,-0.976,-0.109,-0.354,-1.642,1.354,-0.479,-0.874,-0.664,-0.21,1.221,-1.914,1
-0.377,1.179,0.841,0.365,2.229,1.135,-0.221,-0.796,1.124,0.813,-0.371,0.715,0.153,-0.922,-0.356,0.546,0.019,-0.51,1.878,0.32,1.316,0.792,1.487,-0.14,-2.046,1.132,0.64,-0.132,-0.871,1.281,1.202,-0.802,-0.425,-0.369,0.605,-0.25,-0.533,1.209,0.18,-0.05,0
0.647,-0.68,0.012,-0.637,1.257,-1.939,-0.48,-1.504,-0.098,-1.149,-0.619,0.846,-0.815,0.105,-1.55,0.127,-1.932,-0.556,-0.565,-0.888,0.757,0.404,0.709,-0.063,-0.934,-1.361,-1.21,-1.124,-0.424,-2.169,-1.602,-1.615,0.55,-1.392,-1.19,0.454,-1.441,1.077,0.443,0.661,0
1.134,-0.832,-0.345,1.098,1.902,-0.712,-1.562,0.612,2.188,0.827,0.837,-0.339,-0.327,-1.33,0.39,-0.135,-0.703,-0.734,-0.655,0.226,-0.959,-0.935,0.17,0.572,-0.242,0.93,-0.805,0.217,-0.127,0.563,-0.217,-1.321,0.293,0.256,0.781,-0.315,-0.257,-1.654,-0.622,-0.459,1
-0.696,0.647,0.303,0.519,-0.75,0.357,0.108,1.124,0.886,0.002,-0.82,-1.033,0.498,-0.259,-0.78,-0.437,-1.253,-0.313,-1.729,0.494,-1.018,-0.74,0.348,0.356,0.342,0.128,-1.074,-0.924,-0.494,-0.281,-0.934,0.477,1.639,-0.809,-1.681,-1.027,-1.706,-0.31,-0.95,-2.069,0
3.195,0.283,0.079,-1.024,0.42,-0.569,-0.794,-0.005,0.679,0.307,-2.442,-0.16,-0.984,0.858,2.473,0.486,-1.344,-1.084,-0.13,-0.829,0.217,-0.453,0.452,-1.747,-0.814,0.522,0.085,0.771,-0.396,-0.413,0.719,-0.78,0.529,-0.61,-2.309,1.397,1.724,0.662,-1.573,1.02,0
0.622,0.028,0.099,-0.635,0.402,1.314,0.021,-1.302,0.393,-1.637,0.418,-1.345,-0.974,0.114,1.151,-1.733,1.127,0.917,-1.174,-1.116,0.273,-0.446,0.342,-0.715,-0.284,-0.943,-0.979,-1.217,-0.622,-1.107,0.089,-0.515,-0.934,0.188,0.95,0.134,-0.966,-0.276,0.576,0.496,1
-0.592,0.329,-0.642,-0.132,-0.641,0.501,-0.331,0.757,0.198,-0.162,0.119,0.169,-0.096,0.705,0.798,0.38,-1.314,0.331,0.38,2.567,1.319,0.024,0.493,0.771,0.843,0.733,1.236,0.047,-0.21,-0.156,-1.057,0.249,-0.48,-0.768,-1.382,-1.002,-1.46,1.124,0.388,2.184,0
-0.868,-0.768,1.227,-1.029,-0.501,0.361,-0.869,0.308,-1.404,2.141,-1.271,-0.372,1.9,-0.336,2.614,-0.098,-1.642,0.339,-0.357,0.385,-1.331,-1.833,-1.549,-1.488,-0.072,-0.696,-0.517,-1.557,0.094,1.042,-1.082,0.322,0.589,-0.918,0.03,-0.271,0.332,0.664,-0.261,2.325,0
0.589,-1.259,1.122,0.789,0.442,0.083,-0.205,1.983,-0.72,-0.495,-0.235,0.812,0.63,0.224,0.847,-0.644,0.424,-0.79,1.295,-0.62,0.315,-0.095,-0.831,0.531,0.386,2.198,0.437,-0.242,0.147,0.423,0.37,-0.455,0.541,-0.461,-0.152,-1.288,-1.081,0.794,-0.07,-0.975,1
1.536,0.666,-0.237,0.615,-0.834,-1.693,-1.369,-0.144,-0.45,-0.335,-0.411,0.332,0.851,0.58,0.354,0.855,-0.89,-0.843,-1.427,1.967,-0.125,0.831,-0.135,0.101,-0.695,1.341,-0.305,1.41,0.373,0.893,-0.673,-0.464,-1.147,0.906,0.096,0.453,0.025,0.852,0.797,-0.124,0
